"CarName","JPName","USName","EUName","BlockedInJapan","BlockedInUSA","BlockedInPALFIGS","BlockedInPALEnglish"
"nr02n","R32 SKYLINE GT-R '89","Skyline GT-R '89","Skyline GT-R '89","False","False","False","False"
"nr02r","[R]R32 SKYLINE GT-R '89","[R]Skyline GT-R '89","[R]Skyline GT-R '89","False","False","False","False"
"nr32n","R32 SKYLINE GT-R '91","Skyline GT-R '91","Skyline GT-R '91","False","False","False","False"
"nr32r","[R]R32 SKYLINE GT-R '91","[R]Skyline GT-R '91","[R]Skyline GT-R '91","False","False","False","False"
"nr33n","R33 SKYLINE GT-R '95","Skyline GT-R '95","Skyline GT-R '95","False","False","False","False"
"nr33r","[R]R33 SKYLINE GT-R '95","[R]Skyline GT-R '95","[R]Skyline GT-R '95","False","False","False","False"
"nr34n","R33 SKYLINE GT-R","Skyline GT-R '97","Skyline GT-R '97","False","False","False","False"
"nr34r","[R]R33 SKYLINE GT-R","[R]Skyline GT-R '97","[R]Skyline GT-R '97","False","False","False","False"
"ns13n","NISSAN S13 SILVIA K's '88","Nissan Silvia K's '88","Nissan Silvia K's '88","False","False","False","False"
"ns13r","[R]NISSAN S13 SILVIA K's '88","[R]Nissan Silvia K's '88","[R]Nissan Silvia K's '88","False","False","False","False"
"ns23n","NISSAN S13 SILVIA K's '91","Nissan Silvia K's '91","Nissan Silvia K's '91","False","False","False","False"
"ns23r","[R]NISSAN S13 SILVIA K's '91","[R]Nissan Silvia K's '91","[R]Nissan Silvia K's '91","False","False","False","False"
"nt32n","R32 SKYLINE GTS-t Type M","Skyline GTS-t Type M '91","Skyline GTS-t Type M '91","False","False","False","False"
"nt32r","[R]R32 SKYLINE GTS-t Type M","[R]Skyline GTS-t Type M '91","[R]Skyline GTS-t Type M '91","False","False","False","False"
"nt33n","R33 SKYLINE GTS25t Type M","Skyline GTS25t Type M '96","Skyline GTS25t Type M '96","False","False","False","False"
"nt33r","[R]R33 SKYLINE GTS25t Type M","[R]Skyline GTS25t Type M '96","[R]Skyline GTS25t Type M '96","False","False","False","False"
"nv12n","R32 SKYLINE GT-R V spec","Skyline GT-R V spec '93","Skyline GT-R V spec '93","False","False","False","False"
"nv12r","[R]R32 SKYLINE GT-R V spec","[R]Skyline GT-R V spec '93","[R]Skyline GT-R V spec '93","False","False","False","False"
"nv22n","R32 SKYLINE GT-R V spec II","Skyline GT-R V spec II '94","Skyline GT-R V spec II '94","False","False","False","False"
"nv22r","[R]R32 SKYLINE GT-R V spec II","[R]Skyline GT-R V spec II '94","[R]Skyline GT-R V spec II '94","False","False","False","False"
"nv33n","R33 SKYLINE GT-R V spec '95","Skyline GT-R V spec '95","Skyline GT-R V spec '95","False","False","False","False"
"nv33r","[R]R33 SKYLINE GT-R V spec '95","[R]Skyline GT-R V spec '95","[R]Skyline GT-R V spec '95","False","False","False","False"
"nv34n","R33 SKYLINE GT-R V spec","Skyline GT-R V spec '97","Skyline GT-R V spec '97","False","False","False","False"
"nv34r","[R]R33 SKYLINE GT-R V spec","[R]Skyline GT-R V spec '97","[R]Skyline GT-R V spec '97","False","False","False","False"
"nzx2n","Z Ver.S 2by2 Twin Turbo '94","Z Ver.S 2by2 Twin Turbo '94","Z Ver.S 2by2 Twin Turbo '94","False","False","False","False"
"nzx2r","[R]Z Ver.S 2by2 Twin Turbo '94","[R]Z Ver.S 2by2 Twin Turbo '94","[R]Z Ver.S 2by2 Twin Turbo '94","False","False","False","False"
"nzx3n","FAIRLADY Z Ver.S 2seater. '94","Z Ver.S 2seater '94","Z Ver.S 2seater '94","False","False","False","False"
"nzx3r","[R]FAIRLADY Z Ver.S 2seater. '94","[R]Z Ver.S 2seater '94","[R]Z Ver.S 2seater '94","False","False","False","False"
"nzxsn","Z Ver.S 2seater TwinTurbo '94","Z Ver.S 2seater Twin Turbo '94","Z Ver.S 2seater Twin Turbo '94","False","False","False","False"
"nzxsr","[R]Z Ver.S 2seater TwinTurbo '94","[R]Z Ver.S 2seater Twin Turbo '94","[R]Z Ver.S 2seater Twin Turbo '94","False","False","False","False"
"nzxvn","FAIRLADY Z Ver.S 2by2 '94","Z Ver.S 2by2 '94","Z Ver.S 2by2 '94","False","False","False","False"
"nzxvr","[R]FAIRLADY Z Ver.S 2by2 '94","[R]Z Ver.S 2by2 '94","[R]Z Ver.S 2by2 '94","False","False","False","False"
