"CarName","JPName","USName","EUName","BlockedInJapan","BlockedInUSA","BlockedInPALFIGS","BlockedInPALEnglish"
"s2r6s","[R]IMPREZA typeR STi Ver.VI '99","[R]Impreza typeR STi Ver.VI '99","[R]Impreza typeR STi Ver.VI '99","False","False","False","False"
"s2v4n","VIVIO RX-RA","Vivio RX-RA '97","Vivio RX-RA '97","False","False","False","False"
"s2v4r","[R]VIVIO RX-RA","[R]Vivio RX-RA '97","[R]Vivio RX-RA '97","False","False","False","False"
"s2vin","VIVIO RX-R","Vivio RX-R '97","Vivio RX-R '97","False","False","False","False"
"s2vir","[R]VIVIO RX-R","[R]Vivio RX-R '97","[R]Vivio RX-R '97","False","False","False","False"
"s2w4n","IMPREZA WGN WRX STi Ver.IV '97","Impreza Wgn WRX STi Ver.IV '97","Impreza Wgn WRX STi Ver.IV '97","False","False","False","False"
"s2w4r","[R]IMPREZA WGN WRX STi Ver.IV '97","[R]Impreza Wgn WRX STi Ver.IV '97","[R]Impreza Wgn WRX STi Ver.IV '97","False","False","False","False"
"s2w4s","[R]IMPREZA WGN WRX STi Ver.IV '97","[R]Impreza Wgn WRX STi Ver.IV '97","[R]Impreza Wgn WRX STi Ver.IV '97","False","False","False","False"
"s2w5n","IMPREZA WGN WRX STi Ver.V '98","Impreza Wgn WRX STi Ver.V '98","Impreza Wgn WRX STi Ver.V '98","False","False","False","False"
"s2w5r","[R]IMPREZA WGN WRX STi Ver.V '98","[R]Impreza Wgn WRX STi Ver.V '98","[R]Impreza Wgn WRX STi Ver.V '98","False","False","False","False"
"s2w5s","[R]IMPREZA WGN WRX STi Ver.V '98","[R]Impreza Wgn WRX STi Ver.V '98","[R]Impreza Wgn WRX STi Ver.V '98","False","False","False","False"
"s2w6n","IMPREZA WGN WRX STi Ver.VI '99","Impreza Wgn WRX STi Ver.VI '99","Impreza Wgn WRX STi Ver.VI '99","False","False","False","False"
"s2w6r","[R]IMPREZA WGN WRX STi Ver.VI '99","[R]Impreza Wgn WRX STi Ver.VI '99","[R]Impreza Wgn WRX STi Ver.VI '99","False","False","False","False"
"s2w6s","[R]IMPREZA WGN WRX STi Ver.VI '99","[R]Impreza Wgn WRX STi Ver.VI '99","[R]Impreza Wgn WRX STi Ver.VI '99","False","False","False","False"
"s2wwn","IMPREZA WAGON WRX '97","Impreza Wagon WRX '97","Impreza Wagon WRX '97","False","False","False","False"
"s2wwr","[R]IMPREZA WAGON WRX '97","[R]Impreza Wagon WRX '97","[R]Impreza Wagon WRX '97","False","False","False","False"
"s2wws","[R]IMPREZA WAGON WRX '97","[R]Impreza Wagon WRX '97","[R]Impreza Wagon WRX '97","False","False","False","False"
"sipan","IMPREZA WRX '96","Impreza WRX '96","Impreza WRX '96","False","False","False","False"
"sipar","[R]IMPREZA WRX '96","[R]Impreza WRX '96","[R]Impreza WRX '96","False","False","False","False"
"sipcn","IMPREZA WAGON WRX '96","Impreza Wagon WRX '96","Impreza Wagon WRX '96","False","False","False","False"
"sipcr","[R]IMPREZA WAGON WRX '96","[R]Impreza Wagon WRX '96","[R]Impreza Wagon WRX '96","False","False","False","False"
"sipdn","IMPREZA WGN WRX STi Ver.III '96","Impreza Wgn WRX STi Ver.III '96","Impreza Wgn WRX STi Ver.III '96","False","False","False","False"
"sipdr","[R]IMPREZA WGN WRX STi Ver.III '96","[R]Impreza Wgn WRX STi Ver.III '96","[R]Impreza Wgn WRX STi Ver.III '96","False","False","False","False"
"siprn","IMPREZA typeR STi '96","Impreza typeR STi '96","Impreza typeR STi '96","False","False","False","False"
"siprr","[R]IMPREZA typeR STi '96","[R]Impreza typeR STi '96","[R]Impreza typeR STi '96","False","False","False","False"
"siptn","IMPREZA WGN WRX STi Ver.II '95","Impreza Wgn WRX STi Ver.II '95","Impreza Wgn WRX STi Ver.II '95","False","False","False","False"
"siptr","[R]IMPREZA WGN WRX STi Ver.II '95","[R]Impreza Wgn WRX STi Ver.II '95","[R]Impreza Wgn WRX STi Ver.II '95","False","False","False","False"
"sipwn","IMPREZA WAGON WRX '94","Impreza Wagon WRX '94","Impreza Wagon WRX '94","False","False","False","False"
"sipwr","[R]IMPREZA WAGON WRX '94","[R]Impreza Wagon WRX '94","[R]Impreza Wagon WRX '94","False","False","False","False"
"sipxr","[R]IMPREZA RALLY CAR","[R]Impreza Rally Car","[R]Impreza Rally Car","False","False","False","False"
"sipzn","IMPREZA WRX '94","Impreza WRX '94","Impreza WRX '94","False","False","False","False"
"sipzr","[R]IMPREZA WRX '94","[R]Impreza WRX '94","[R]Impreza WRX '94","False","False","False","False"
"sirbr","[R]IMPREZA RALLY CAR '96","[R]Impreza Rally Car '96","[R]Impreza Rally Car '96","False","False","False","False"
"slgan","LEGACY Touring Wagon GT-B '96","Legacy Touring Wagon GT-B '96","Legacy Touring Wagon GT-B '96","False","False","False","False"
"slgar","[R]LEGACY Touring Wagon GT-B '96","[R]Legacy Touring Wagon GT-B '96","[R]Legacy Touring Wagon GT-B '96","False","False","False","False"
"slgbn","LEGACY Touring Sedan RS '96","Legacy Touring Sedan RS '96","Legacy Touring Sedan RS '96","False","False","False","False"
"slgbr","[R]LEGACY Touring Sedan RS '96","[R]Legacy Touring Sedan RS '96","[R]Legacy Touring Sedan RS '96","False","False","False","False"
"slgnn","LEGACY Touring Sports RS '93","Legacy Touring Sports RS '93","Legacy Touring Sports RS '93","False","False","False","False"
"slgnr","[R]LEGACY Touring Sports RS '93","[R]Legacy Touring Sports RS '93","[R]Legacy Touring Sports RS '93","False","False","False","False"
"slgwn","LEGACY Touring Wagon GT '93","Legacy Touring Wagon GT '93","Legacy Touring Wagon GT '93","False","False","False","False"
"slgwr","[R]LEGACY Touring Wagon GT '93","[R]Legacy Touring Wagon GT '93","[R]Legacy Touring Wagon GT '93","False","False","False","False"
"ssv4n","ALCYONE SVX S4","Alcyone SVX S4 '95","Alcyone SVX S4 '95","False","False","False","False"
"ssv4r","[R]ALCYONE SVX S4","[R]Alcyone SVX S4 '95","[R]Alcyone SVX S4 '95","False","False","False","False"
"ssvxn","ALCYONE SVX Ver.L","Alcyone SVX Ver.L '95","Alcyone SVX Ver.L '95","False","False","False","False"
"ssvxr","[R]ALCYONE SVX Ver.L","[R]Alcyone SVX Ver.L '95","[R]Alcyone SVX Ver.L '95","False","False","False","False"
