"CarName","JPName","USName","EUName","BlockedInJapan","BlockedInUSA","BlockedInPALFIGS","BlockedInPALEnglish"
"ademn","MAZDA DEMIO GL-X '97","Demio GL-X '97","Demio GL-X '97","False","False","False","False"
"ademr","[R]MAZDA DEMIO GL-X '97","[R]Demio GL-X '97","[R]Demio GL-X '97","False","False","False","False"
"adgln","MAZDA DEMIO GL '97","Demio GL '97","Demio GL '97","False","False","False","False"
"adglr","[R]MAZDA DEMIO GL '97","[R]Demio GL '97","[R]Demio GL '97","False","False","False","False"
"adlxn","MAZDA DEMIO LX G '97","Demio LX G Package '97","Demio LX G Package '97","False","False","False","False"
"adlxr","[R]MAZDA DEMIO LX G '97","[R]Demio LX G Package '97","[R]Demio LX G Package '97","False","False","False","False"
"afa7n","efini RX-7 A-spec '96","Mazdaspeed RX-7 A-spec '96","Mazdaspeed RX-7 A-spec '96","False","False","False","False"
"afa7r","[R]efini RX-7 A-spec '96","[R]Mazdaspeed RX-7 A-spec '96","[R]Mazdaspeed RX-7 A-spec '96","False","False","False","False"
"afb7n","efini RX-7 Type RB '96","efini RX-7 Type RB '96","efini RX-7 Type RB '96","False","False","False","False"
"afb7r","[R]efini RX-7 Type RB '96","[R]efini RX-7 Type RB '96","[R]efini RX-7 Type RB '96","False","False","False","False"
"afc7n","Savanna RX-7 infini III","Savanna RX-7 infini III '90","Savanna RX-7 infini III '90","False","False","False","False"
"afc7r","[R]Savanna RX-7 infini III","[R]Savanna RX-7 infini III '90","[R]Savanna RX-7 infini III '90","False","False","False","False"
"afd7n","efini RX-7 Type RZ '96","efini RX-7 Type RZ '96","efini RX-7 Type RZ '96","False","False","False","False"
"afd7r","[R]efini RX-7 Type RZ '96","[R]efini RX-7 Type RZ '96","[R]efini RX-7 Type RZ '96","False","False","False","False"
"afn7r","[R]RX-7 LM Edition","[R]RX-7 LM Edition","[R]RX-7 LM Edition","False","False","False","False"
"afo7n","efini RX-7 Type R '91","efini RX-7 Type R '91","efini RX-7 Type R '91","False","False","False","False"
"afo7r","[R]efini RX-7 Type R '91","[R]efini RX-7 Type R '91","[R]efini RX-7 Type R '91","False","False","False","False"
"afr7n","Savanna RX-7 GT-X","Savanna RX-7 GT-X '90","Savanna RX-7 GT-X '90","False","False","False","False"
"afr7r","[R]Savanna RX-7 GT-X","[R]Savanna RX-7 GT-X '90","[R]Savanna RX-7 GT-X '90","False","False","False","False"
"afx7n","efini RX-7 Touring X '96","efini RX-7 Touring X '96","efini RX-7 Touring X '96","False","False","False","False"
"afx7r","[R]efini RX-7 Touring X '96","[R]efini RX-7 Touring X '96","[R]efini RX-7 Touring X '96","False","False","False","False"
"altsn","MAZDA LANTIS Coupe","Lantis Coupe Type R '93","Lantis Coupe Type R '93","False","False","False","False"
"altsr","[R]MAZDA LANTIS Coupe","[R]Lantis Coupe Type R '93","[R]Lantis Coupe Type R '93","False","False","False","False"
"aminn","EUNOS ROADSTER'93","Eunos Roadster '93","Eunos Roadster '93","False","False","False","False"
"aminr","[R]EUNOS ROADSTER'93","[R]Eunos Roadster '93","[R]Eunos Roadster '93","False","False","False","False"
"amisn","EUNOS ROADSTER S sp. '93","Eunos Roadster S-Special '93","Eunos Roadster S-Special '93","False","False","False","False"
"amisr","[R]EUNOS ROADSTER S sp. '93","[R]Eunos Roadster S-Special '93","[R]Eunos Roadster S-Special '93","False","False","False","False"
"amivn","EUNOS ROADSTER V sp. '93","Eunos Roadster V-Special '93","Eunos Roadster V-Special '93","False","False","False","False"
"amivr","[R]EUNOS ROADSTER V sp. '93","[R]Eunos Roadster V-Special '93","[R]Eunos Roadster V-Special '93","False","False","False","False"
"an16n","EUNOS ROADSTER'89","Eunos Roadster '89","Eunos Roadster '89","False","False","False","False"
"an16r","[R]EUNOS ROADSTER'89","[R]Eunos Roadster '89","[R]Eunos Roadster '89","False","False","False","False"
"arodn","MAZDA ROADSTER 1.8 RS","Roadster 1.8 RS","Roadster 1.8 RS '98","False","False","False","False"
"arodr","[R]MAZDA ROADSTER 1.8 RS","[R]Roadster 1.8 RS","[R]Roadster 1.8 RS '98","False","False","False","False"
"as16n","EUNOS ROADSTER S sp. '92","Eunos Roadster S-Special '92","Eunos Roadster S-Special '92","False","False","False","False"
"as16r","[R]EUNOS ROADSTER S sp. '92","[R]Eunos Roadster S-Special '92","[R]Eunos Roadster S-Special '92","False","False","False","False"
"av16n","EUNOS ROADSTER V sp. '90","Eunos Roadster V-Special '90","Eunos Roadster V-Special '90","False","False","False","False"
"av16r","[R]EUNOS ROADSTER V sp. '90","[R]Eunos Roadster V-Special '90","[R]Eunos Roadster V-Special '90","False","False","False","False"
