"CarName","JPName","USName","EUName","BlockedInJapan","BlockedInUSA","BlockedInPALFIGS","BlockedInPALEnglish"
"a2rbn","RX-7 Type RB '97","RX-7 Type RB '97","RX-7 Type RB '97","False","False","False","False"
"a2rbr","[R]RX-7 Type RB '97","[R]RX-7 Type RB '97","[R]RX-7 Type RB '97","False","False","False","False"
"a2rbs","[R]RX-7 Type RB '97","[R]RX-7 Type RB '97","[R]RX-7 Type RB '97","False","False","False","False"
"a2rcn","Mazdaspeed Roadster C-spec","Mazdaspeed Roadster C-spec","Mazdaspeed Roadster C-spec","False","False","False","False"
"a2rdn","Roadster 1.8 RS D-Rights","Roadster 1.8 RS D-Rights","Roadster 1.8 RS D-Rights","False","False","False","False"
"a2rrn","RX-7 RS-R '97","RX-7 RS-R '97","RX-7 RS-R '97","False","False","False","False"
"a2rrr","[R]RX-7 RS-R '97","[R]RX-7 RS-R '97","[R]RX-7 RS-R '97","False","False","False","False"
"a2rrs","[R]RX-7 RS-R '97","[R]RX-7 RS-R '97","[R]RX-7 RS-R '97","False","False","False","False"
"a2rsn","RX-7 Type RS '97","RX-7 Type RS '97","RX-7 Type RS '97","False","False","False","False"
"a2rsr","[R]RX-7 Type RS '97","[R]RX-7 Type RS '97","[R]RX-7 Type RS '97","False","False","False","False"
"a2rss","[R]RX-7 Type RS '97","[R]RX-7 Type RS '97","[R]RX-7 Type RS '97","False","False","False","False"
"a2rzn","RX-7 Type RZ '97","RX-7 Type RZ '97","RX-7 Type RZ '97","False","False","False","False"
"a2rzr","[R]RX-7 Type RZ '97","[R]RX-7 Type RZ '97","[R]RX-7 Type RZ '97","False","False","False","False"
"a2rzs","[R]RX-7 Type RZ '97","[R]RX-7 Type RZ '97","[R]RX-7 Type RZ '97","False","False","False","False"
"a2spn","Savanna RX-7 Cabriolet '90","Savanna RX-7 Cabriolet '90","Savanna RX-7 Cabriolet '90","False","False","False","False"
"a2spr","[R]Savanna RX-7 Cabriolet '90","[R]Savanna RX-7 Cabriolet '90","[R]Savanna RX-7 Cabriolet '90","False","False","False","False"
"a2swn","Familia S-Wagon '99","323F S-Wagon '99","323F S-Wagon '99","False","False","False","False"
"a2swr","[R]Familia S-Wagon '99","[R]323F S-Wagon '99","[R]323F S-Wagon '99","False","False","False","False"
"a2vsn","Roadster 1.8 VS '98","MX-5 Miata 1.8 VS","MX-5 1.8 VS(J) '98","False","False","False","False"
"a2vsr","[R]Roadster 1.8 VS '98","[R]MX-5 Miata 1.8 VS","[R]MX-5 1.8 VS(J) '98","False","False","False","False"
"a2vss","Delete","Delete","Delete","True","True","True","True"
"acoen","Eunos Cosmo Type-E '94","Eunos Cosmo Type-E '94","Eunos Cosmo Type-E '94","False","False","False","False"
"acoer","[R]Eunos Cosmo Type-E '94","[R]Eunos Cosmo Type-E '94","[R]Eunos Cosmo Type-E '94","False","False","False","False"
"acosn","Eunos Cosmo Type-S '94","Eunos Cosmo Type-S '94","Eunos Cosmo Type-S '94","False","False","False","False"
"acosr","[R]Eunos Cosmo Type-S '94","[R]Eunos Cosmo Type-S '94","[R]Eunos Cosmo Type-S '94","False","False","False","False"
"ademn","Demio GL-X '97","Demio GL-X '97","Demio GL-X '97","False","False","False","False"
"ademr","[R]Demio GL-X '97","[R]Demio GL-X '97","[R]Demio GL-X '97","False","False","False","False"
"adgln","Demio GL '97","Demio GL '97","Demio GL '97","False","False","False","False"
"adglr","[R]Demio GL '97","[R]Demio GL '97","[R]Demio GL '97","False","False","False","False"
"adlxn","Demio LX G Package '97","Demio LX G Package '97","Demio LX G Package '97","False","False","False","False"
"adlxr","[R]Demio LX G Package '97","[R]Demio LX G Package '97","[R]Demio LX G Package '97","False","False","False","False"
"aebrr","Delete","","","True","True","True","True"
"afa7n","Mazdaspeed RX-7 A-spec '96","Mazdaspeed RX-7 A-spec '96","Mazdaspeed RX-7 A-spec '96","False","False","False","False"
"afa7r","[R]Mazdaspeed RX-7 A-spec '96","[R]Mazdaspeed RX-7 A-spec '96","[R]Mazdaspeed RX-7 A-spec '96","False","False","False","False"
"afb7n","efini RX-7 Type RB '96","efini RX-7 Type RB '96","efini RX-7 Type RB '96","False","False","False","False"
"afb7r","[R]efini RX-7 Type RB '96","[R]efini RX-7 Type RB '96","[R]efini RX-7 Type RB '96","False","False","False","False"
"afc7n","Savanna RX-7 infini III '90","Savanna RX-7 infini III '90","Savanna RX-7 infini III '90","False","False","False","False"
"afc7r","[R]Savanna RX-7 infini III '90","[R]Savanna RX-7 infini III '90","[R]Savanna RX-7 infini III '90","False","False","False","False"
"afd7n","efini RX-7 Type RZ '96","efini RX-7 Type RZ '96","efini RX-7 Type RZ '96","False","False","False","False"
"afd7r","[R]efini RX-7 Type RZ '96","[R]efini RX-7 Type RZ '96","[R]efini RX-7 Type RZ '96","False","False","False","False"
"afn7r","[R]RX-7 LM Edition","[R]RX-7 LM Edition","[R]RX-7 LM Edition","False","False","False","False"
"afo7n","efini RX-7 Type R '91","efini RX-7 Type R '91","efini RX-7 Type R '91","False","False","False","False"
"afo7r","[R]efini RX-7 Type R '91","[R]efini RX-7 Type R '91","[R]efini RX-7 Type R '91","False","False","False","False"
"afr7n","Savanna RX-7 GT-X '90","Savanna RX-7 GT-X '90","Savanna RX-7 GT-X '90","False","False","False","False"
"afr7r","[R]Savanna RX-7 GT-X '90","[R]Savanna RX-7 GT-X '90","[R]Savanna RX-7 GT-X '90","False","False","False","False"
"afx7n","efini RX-7 Touring X '96","efini RX-7 Touring X '96","efini RX-7 Touring X '96","False","False","False","False"
"afx7r","[R]efini RX-7 Touring X '96","[R]efini RX-7 Touring X '96","[R]efini RX-7 Touring X '96","False","False","False","False"
"altsn","Lantis Coupe Type-R '93","Lantis Coupe Type-R '93","Lantis Coupe Type-R '93","False","False","False","False"
"altsr","[R]Lantis Coupe Type-R '93","[R]Lantis Coupe Type-R '93","[R]Lantis Coupe Type-R '93","False","False","False","False"
"aminn","Eunos Roadster '93","Eunos Roadster '93","Eunos Roadster '93","False","False","False","False"
"aminr","[R]Eunos Roadster '93","[R]Eunos Roadster '93","[R]Eunos Roadster '93","False","False","False","False"
"amisn","Eunos Roadster S-Special '93","Eunos Roadster S-Special '93","Eunos Roadster S-Special '93","False","False","False","False"
"amisr","[R]Eunos Roadster S-Special '93","[R]Eunos Roadster S-Special '93","[R]Eunos Roadster S-Special '93","False","False","False","False"
"amivn","Eunos Roadster V-Special '93","Eunos Roadster V-Special '93","Eunos Roadster V-Special '93","False","False","False","False"
"amivr","[R]Eunos Roadster V-Special '93","[R]Eunos Roadster V-Special '93","[R]Eunos Roadster V-Special '93","False","False","False","False"
"an16n","Eunos Roadster '89","Eunos Roadster '89","Eunos Roadster '89","False","False","False","False"
"an16r","[R]Eunos Roadster '89","[R]Eunos Roadster '89","[R]Eunos Roadster '89","False","False","False","False"
"arodn","Roadster 1.8 RS '98","MX-5 Miata 1.8 RS","MX-5 1.8 RS(J) '98","False","False","False","False"
"arodr","[R]Roadster 1.8 RS '98","[R]MX-5 Miata 1.8 RS","[R]MX-5 1.8 RS(J) '98","False","False","False","False"
"arods","Delete","Delete","Delete","True","True","True","True"
"as16n","Eunos Roadster S-Special '92","Eunos Roadster S-Special '92","Eunos Roadster S-Special '92","False","False","False","False"
"as16r","[R]Eunos Roadster S-Special '92","[R]Eunos Roadster S-Special '92","[R]Eunos Roadster S-Special '92","False","False","False","False"
"av16n","Eunos Roadster V-Special '90","Eunos Roadster V-Special '90","Eunos Roadster V-Special '90","False","False","False","False"
"av16r","[R]Eunos Roadster V-Special '90","[R]Eunos Roadster V-Special '90","[R]Eunos Roadster V-Special '90","False","False","False","False"
"bistn","Storm V12","Storm V12","Storm V12","False","False","False","False"
"bistr","[R]Storm V12","[R]Storm V12","[R]Storm V12","False","False","False","False"
"bj15n","XJR","XJR","XJR","False","False","False","False"
"bj22n","XJ220","XJ220","XJ220","False","False","False","False"
"bj22r","[R]XJ220","[R]XJ220","[R]XJ220","False","False","False","False"
"bjjrr","[R]XJR15","[R]XJR15","[R]XJR15","False","False","False","False"
"bjk8n","XK8 Coupe","XK8 Coupe","XK8 Coupe","False","False","False","False"
"bjkrn","XKR Coupe","XKR Coupe","XKR Coupe","False","False","False","False"
"bjxjn","XJ Sport 3.2","XJ Sport 3.2","XJ Sport 3.2","False","False","False","False"
"bmmgn","MGF 1.8i VVC","MGF 1.8i VVC","MGF 1.8i VVC","False","False","False","False"
"bmmgr","[R]MGF 1.8i VVC","[R]MGF 1.8i VVC","[R]MGF 1.8i VVC","False","False","False","False"
"brm1r","[R]Mini Cooper 1275S Mark I","[R]Mini Cooper 1275S Mark I","[R]Mini Cooper 1275S Mark I","False","False","False","False"
"brmcn","Mini Cooper 1.3i","Mini Cooper 1.3i","Mini Cooper 1.3i","False","False","False","False"
"brmcr","[R]Mini Cooper 1.3i","[R]Mini Cooper 1.3i","[R]Mini Cooper 1.3i","False","False","False","False"
"brmin","Mini 1.3","Mini 1.3","Mini 1.3","False","False","False","False"
"brmir","[R]Mini 1.3","[R]Mini 1.3","[R]Mini 1.3","False","False","False","False"
"bu41n","BTR Type I","BTR Type I","BTR Type I","False","False","False","False"
"bu42n","BTR Type II","BTR Type II","BTR Type II","False","False","False","False"
"bub2n","BTR2","BTR2","BTR2","False","False","False","False"
"buc1n","CTR Yellow Bird","CTR Yellow Bird","CTR Yellow Bird","False","False","False","False"
"buc4n","Delete","Delete","Delete","True","True","True","True"
"buc9n","CTR2","CTR2","CTR2","False","False","False","False"
"bucrn","CTR2 Sport","CTR2 Sport","RUF CTR 2 Sport","False","False","False","False"
"buctn","RCT","RCT","RCT","False","False","False","False"
"bur2n","Delete","Delete","Delete","True","True","True","True"
"bur4n","Delete","Delete","Delete","True","True","True","True"
"but4n","Delete","Delete","Delete","True","True","True","True"
"buthn","Turbo-R","Turbo-R","Turbo-R","False","False","False","False"
"bvasn","Astra SRi 2.0i 16V","Astra SRi 2.0i 16V","Astra SRi 2.0i 16V","True","True","True","False"
"bvasr","[R]Astra SRi 2.0i 16V","[R]Astra SRi 2.0i 16V","[R]Astra SRi 2.0i 16V","True","True","True","False"
"bvcdr","[R]Calibra Touring Car '95","[R]Calibra Touring Car '95","[R]Calibra Touring Car '95","True","True","True","False"
"bvcon","Corsa Sport 1.6i 16V","Corsa Sport 1.6i 16V","Corsa Sport 1.6i 16V","True","True","True","False"
"bviir","[R]Tigra Chamonix Ice Race Car '98","[R]Tigra Chamonix Ice Race Car '98","[R]Tigra Chamonix Ice Race Car '98","True","True","True","False"
"bvtin","Tigra 1.6i","Tigra 1.6i","Tigra 1.6i","True","True","True","False"
"bvtir","[R]Tigra 1.6i","[R]Tigra 1.6i","[R]Tigra 1.6i","True","True","True","False"
"bvven","Vectra GSi 2.5 V6","Vectra GSi 2.5 V6","Vectra GSi 2.5 V6","True","True","True","False"
"bvver","[R]Vectra GSi 2.5 V6","[R]Vectra GSi 2.5 V6","[R]Vectra GSi 2.5 V6","True","True","True","False"
"c-30n","Camaro Z28 30th Anniversary '96","Camaro Z28 30th Anniversary '96","Camaro Z28 30th Anniversary '96","False","False","False","False"
"c-30r","[R]Camaro Z28 30th Anniversary '96","[R]Camaro Z28 30th Anniversary '96","[R]Camaro Z28 30th Anniversary '96","False","False","False","False"
"c427n","Corvette 427 Stingray '69","Corvette 427 Stingray '69","Corvette 427 Stingray '69","False","False","False","False"
"c427r","[R]Corvette 427 Stingray '69","[R]Corvette 427 Stingray '69","[R]Corvette 427 Stingray '69","False","False","False","False"
"cc67n","Corvette Sting Ray '67","Corvette Sting Ray '67","Corvette Sting Ray '67","False","False","False","False"
"cc67r","[R]Corvette Sting Ray '67","[R]Corvette Sting Ray '67","[R]Corvette Sting Ray '67","False","False","False","False"
"cc69n","Camaro Z28 '69","Camaro Z28 '69","Camaro Z28 '69","False","False","False","False"
"cc69r","[R]Camaro Z28 '69","[R]Camaro Z28 '69","[R]Camaro Z28 '69","False","False","False","False"
"cc82n","Corvette '82","Corvette '82","Corvette '82","False","False","False","False"
"cc82r","[R]Corvette '82","[R]Corvette '82","[R]Corvette '82","False","False","False","False"
"ccamn","Camaro Z28 Coupe '97","Camaro Z28 Coupe '97","Camaro Z28 Coupe '97","False","False","False","False"
"ccamr","[R]Camaro Z28 Coupe '97","[R]Camaro Z28 Coupe '97","[R]Camaro Z28 Coupe '97","False","False","False","False"
"ccrcn","Corvette Coupe '96","Corvette Coupe '96","Corvette Coupe '96","False","False","False","False"
"ccrcr","[R]Corvette Coupe '96","[R]Corvette Coupe '96","[R]Corvette Coupe '96","False","False","False","False"
"ccrvn","Corvette Grand Sport '96","Corvette Grand Sport '96","Corvette Grand Sport '96","False","False","False","False"
"ccrvr","[R]Corvette Grand Sport '96","[R]Corvette Grand Sport '96","[R]Corvette Grand Sport '96","False","False","False","False"
"ccssn","Camaro SS '97","Camaro SS '97","Camaro SS '97","False","False","False","False"
"ccssr","[R]Camaro SS '97","[R]Camaro SS '97","[R]Camaro SS '97","False","False","False","False"
"czr1n","Corvette ZR-1 '95","Corvette ZR-1 '95","Corvette ZR-1 '95","False","False","False","False"
"czr1r","[R]Corvette ZR-1 '95","[R]Corvette ZR-1 '95","[R]Corvette ZR-1 '95","False","False","False","False"
"d-pgr","[R]Viper GTS-R","[R]Viper GTS-R","[R]Viper GTS-R","False","False","False","False"
"d-phr","[R]Copperhead LM Edition","[R]Copperhead LM Edition","[R]Copperhead LM Edition","False","False","False","False"
"d2tvr","[R]STP Taisan Viper '99","[R]STP Taisan Viper '99","[R]STP Taisan Viper '99","False","False","False","False"
"dcaen","Avenger ES","Avenger ES","Avenger ES","False","False","False","False"
"dcc1n","Charger '71","Charger '71","Charger '71","False","False","False","False"
"dcchn","Challenger '72","Challenger '72","Challenger '72","False","False","False","False"
"dcien","Intrepid ES","Intrepid ES","Intrepid ES","False","False","False","False"
"dcier","[R]Intrepid ES","[R]Intrepid ES","[R]Intrepid ES","False","False","False","False"
"dcnan","Neon ACR","Neon ACR","Neon ACR","False","False","False","False"
"dcnar","[R]Neon ACR","[R]Neon ACR","[R]Neon ACR","False","False","False","False"
"dcnrn","Neon R/T","Neon R/T","Neon R/T","False","False","False","False"
"dcnrr","[R]Neon R/T","[R]Neon R/T","[R]Neon R/T","False","False","False","False"
"dcphn","Copperhead","Copperhead","Copperhead","False","False","False","False"
"dcphr","[R]Copperhead","[R]Copperhead","[R]Copperhead","False","False","False","False"
"dcptn","Phaeton","Phaeton","Phaeton","False","False","False","False"
"dcsen","Stratus ES","Stratus ES","Stratus ES","False","False","False","False"
"dvp8r","[R]Viper GTS-R Team Oreca","[R]Viper GTS-R Team Oreca","[R]Viper GTS-R Team Oreca","False","False","False","False"
"dvpgn","Viper GTS","Viper GTS","Viper GTS","False","False","False","False"
"dvpgr","[R]Viper GTS","[R]Viper GTS","[R]Viper GTS","False","False","False","False"
"dvprn","Viper RT/10","Viper RT/10","Viper RT/10","False","False","False","False"
"dvprr","[R]Viper RT/10","[R]Viper RT/10","[R]Viper RT/10","False","False","False","False"
"efcon","Cougar 2.5i 24V","Cougar 2.5i 24V","Cougar 2.5i 24V","False","False","False","False"
"efe2n","RS200","RS200","RS200","False","False","False","False"
"efesr","[R]Escort Rally Car","[R]Escort Rally Car","[R]Escort Rally Car","False","False","False","False"
"effgn","Focus Ghia 2.0i Zetec","Focus Ghia 2.0i Zetec","Focus Ghia 2.0i Zetec","False","False","False","False"
"effwr","[R]Focus Rally Car","[R]Focus Rally Car","[R]Focus Rally Car","False","False","False","False"
"effzn","Focus 1.8i Zetec","Focus 1.8i Zetec","Focus 1.8i Zetec","False","False","False","False"
"efkan","Ka","Ka","Ka","False","False","False","False"
"efkar","[R]Ka","[R]Ka","[R]Ka","False","False","False","False"
"efmon","Mondeo Ghia X 2.5i 24V","Mondeo Ghia X 2.5i 24V","Mondeo Ghia X 2.5i 24V","False","False","False","False"
"efmor","[R]Mondeo Ghia X 2.5i 24V","[R]Mondeo Ghia X 2.5i 24V","[R]Mondeo Ghia X 2.5i 24V","False","False","False","False"
"efnon","","","","False","False","False","False"
"efpun","Puma 1.7i Zetec-SE VCT","Puma 1.7i Zetec-SE VCT","Puma 1.7i Zetec-SE VCT","False","False","False","False"
"efpur","[R]Puma 1.7i Zetec-SE VCT","[R]Puma 1.7i Zetec-SE VCT","[R]Puma 1.7i Zetec-SE VCT","False","False","False","False"
"fcr8r","[R]Xsara Rally Car","[R]Xsara Rally Car","[R]Xsara Rally Car","False","False","False","False"
"fcs6n","Saxo VTS 1.6i","Saxo VTS 1.6i","Saxo VTS 1.6i","False","False","False","False"
"fcs6r","[R]Saxo VTS 1.6i","[R]Saxo VTS 1.6i","[R]Saxo VTS 1.6i","False","False","False","False"
"fcsrr","[R]Saxo Rally Ca","[R]Saxo Rally Car","[R]Saxo Rally Car","False","False","False","False"
"fcx3n","Xantia 3.0i V6 Exclusive","Xantia 3.0i V6 Exclusive","Xantia 3.0i V6 Exclusive","False","False","False","False"
"fcx8n","Xsara 1.8i 16V Exclusive","Xsara 1.8i 16V Exclusive","Xsara 1.8i 16V Exclusive","False","False","False","False"
"fcx8r","[R]Xsara 1.8i 16V Exclusive","[R]Xsara 1.8i 16V Exclusive","[R]Xsara 1.8i 16V Exclusive","False","False","False","False"
"fp1rn","106 Rallye","106 Rallye","106 Rallye","False","False","False","False"
"fp1rr","[R]106 Rallye","[R]106 Rallye","[R]106 Rallye","False","False","False","False"
"fp1sn","106 S16","106 S16","106 S16","False","False","False","False"
"fp1sr","[R]106 S16","[R]106 S16","[R]106 S16","False","False","False","False"
"fp26n","206 GTi","206 S16","206 S16","False","True","False","False"
"fp26r","[R]206 GTi","[R]206 S16","[R]206 S16","False","True","False","False"
"fp27n","206 S16","206 S16","206 S16","True","False","True","True"
"fp27r","[R]206 S16","[R]206 S16","[R]206 S16","True","False","True","True"
"fp2wr","[R]206 Rally Car '99","[R]206 Rally Car '99","[R]206 Rally Car '99","False","True","False","False"
"fp2xr","[R]206 Rally Car '99","[R]206 Rally Car '99","[R]206 Rally Car '99","True","False","True","True"
"fp36n","306 S16","306 S16","306 S16","False","False","False","False"
"fp36r","[R]306 S16","[R]306 S16","[R]306 S16","False","False","False","False"
"fp3rr","[R]306 Rally Car","[R]306 Rally Car","[R]306 Rally Car","False","False","False","False"
"fp46n","406 V6 Coupe","406 V6 Coupe","406 V6 Coupe","False","False","False","False"
"fp4tn","406 V6","406 V6","406 V6","False","True","False","False"
"fp4tr","[R]406 V6","[R]406 V6","[R]406 V6","False","True","False","False"
"fp4un","406 V6","406 V6","406 V6","True","False","True","True"
"fp4ur","[R]406 V6","[R]406 V6","[R]406 V6","True","False","True","True"
"frc2n","Clio 16V","Clio 16V","Clio 16V","False","False","False","False"
"frcsn","Clio Sport V6 24V","Clio Sport V6 24V","Clio Sport V6 24V","False","False","False","False"
"frcsr","[R]Clio Sport V6 24V","[R]Clio Sport V6 24V","[R]Clio Sport V6 24V","False","False","False","False"
"frcss","[R]Clio Sport V6 24V","[R]Clio Sport V6 24V","[R]Clio Sport V6 24V","False","False","False","False"
"frf1n","[R]Espace F1","[R]Espace F1","[R]Espace F1","False","False","False","False"
"frl6n","Laguna V6","Laguna V6","Laguna V6","False","False","False","False"
"frl6r","[R]Laguna V6","[R]Laguna V6","[R]Laguna V6","False","False","False","False"
"frmgn","Megane 2.0 16V Coupe","Megane 2.0 16V Coupe","Megane 2.0 16V Coupe","False","False","False","False"
"frmgr","[R]Megane 2.0 16V Coupe","[R]Megane 2.0 16V Coupe","[R]Megane 2.0 16V Coupe","False","False","False","False"
"frmrr","[R]Megane Rally Car","[R]Megane Rally Car","[R]Megane Rally Car","False","False","False","False"
"fv30n","Atlantique 300","Atlantique 300","Atlantique 300","False","False","False","False"
"fv4gn","400GT","400GT","400GT","False","False","False","False"
"fv4gr","[R]400GT","[R]400GT","[R]400GT","False","False","False","False"
"fv60r","[R]600 LM","[R]600 LM","[R]600 LM","False","False","False","False"
"gaa3n","A3","A3","A3","False","False","False","False"
"gaa4n","A4 2.8 quattro","A4 2.8 quattro","A4 2.8 quattro","False","False","False","False"
"gaa4r","[R]A4 2.8 quattro","[R]A4 2.8 quattro","[R]A4 2.8 quattro","False","False","False","False"
"gas3n","S3","S3","S3","False","False","False","False"
"gas4n","S4","S4","S4","False","False","False","False"
"gas4r","[R]S4","[R]S4","[R]S4","False","False","False","False"
"gatlr","[R]TT LM Edition","[R]TT LM Edition","[R]TT LM Edition","False","False","False","False"
"gattn","TT 1.8T quattro","TT 1.8T quattro","TT 1.8T quattro","False","False","False","False"
"gattr","[R]TT 1.8T quattro","[R]TT 1.8T quattro","[R]TT 1.8T quattro","False","False","False","False"
"gb0cn","320Ci","320Ci","320Ci","False","False","False","False"
"gb0cr","[R]320Ci","[R]320Ci","[R]320Ci","False","False","False","False"
"gb28n","328i","328i","328i","False","False","False","False"
"gb2cn","323ti Compact","323ti Compact","323ti Compact","False","False","False","False"
"gb52n","528i","528i","528i","False","False","False","False"
"gb74n","740i","740i","740i","False","False","False","False"
"gb84n","840Ci","840Ci","840Ci","False","False","False","False"
"gbc3n","323Ci","323Ci","323Ci","False","False","False","False"
"gbc3r","[R]323Ci","[R]323Ci","[R]323Ci","False","False","False","False"
"gbc8n","328Ci","328Ci","328Ci","False","False","False","False"
"gbc8r","[R]328Ci","[R]328Ci","[R]328Ci","False","False","False","False"
"gm16n","A160 Avantgarde","A160 Avantgarde","A160 Avantgarde","False","False","False","False"
"gm20n","CLK 200 Sport","CLK 200 Sport","CLK 200 Sport","False","False","False","False"
"gm32n","CLK 320 Sport","CLK 320 Sport","CLK 320 Sport","False","False","False","False"
"gmc4n","AMG C 43","AMG C 43","AMG C 43","False","False","False","False"
"gmd2r","[R]CLK Race Car","[R]CLK Race Car","[R]CLK Race Car","False","False","False","False"
"gme5n","AMG E 55","AMG E 55","AMG E 55","False","False","False","False"
"gmsdr","Delete","Delete","Delete","True","True","True","True"
"gmsln","SLK 230 Kompressor","SLK 230 Kompressor","SLK 230 Kompressor","False","False","False","False"
"gmslr","[R]SLK 230 Kompressor","[R]SLK 230 Kompressor","[R]SLK 230 Kompressor","False","False","False","False"
"goasn","Astra SRi 2.0i 16V","Astra SRi 2.0i 16V","Astra SRi 2.0i 16V","False","False","False","True"
"goasr","[R]Astra SRi 2.0i 16V","[R]Astra SRi 2.0i 16V","[R]Astra SRi 2.0i 16V","False","False","False","True"
"gocdr","[R]Calibra Touring Car '95","[R]Calibra Touring Car '95","[R]Calibra Touring Car '95","False","False","False","True"
"gocon","Corsa Sport 1.6i 16V","Corsa Sport 1.6i 16V","Corsa Sport 1.6i 16V","False","False","False","True"
"goiir","[R]Tigra Chamonix Ice Race Car '98","[R]Tigra Chamonix Ice Race Car '98","[R]Tigra Chamonix Ice Race Car '98","False","False","False","True"
"gotin","Tigra 1.6i","Tigra 1.6i","Tigra 1.6i","False","False","False","True"
"gotir","[R]Tigra 1.6i","[R]Tigra 1.6i","[R]Tigra 1.6i","False","False","False","True"
"goven","Vectra GSi 2.5 V6","Vectra GSi 2.5 V6","Vectra GSi 2.5 V6","False","False","False","True"
"gover","[R]Vectra GSi 2.5 V6","[R]Vectra GSi 2.5 V6","[R]Vectra GSi 2.5 V6","False","False","False","True"
"gt--a","","","","False","False","False","False"
"gt-an","","","","False","False","False","False"
"gt-bn","","","","False","False","False","False"
"gt-sn","","","","False","False","False","False"
"gt001","","","","False","False","False","False"
